,Index,Well,Leg,Formation,Biozone,Measured Depth (ft),Footage Drilled / hr ,WHP (psig),SiBHP (psig),BHP (psig),Difference,Reservoir Gas Rate (MMSCF/D),BHT (DegF),"Comments, post SNOC input"
1239,1517,SAJAA-06,LEG B,SHUAIBA,UNDETERMINED,10582.9,11.7,64.7,860,813,,0.249,,
1240,1518,SAJAA-06,LEG B,SHUAIBA,UNDETERMINED,10594.6,13.0,65.6,860,813,,0.301,,
1241,1519,SAJAA-06,LEG B,SHUAIBA,16_S40,10607.6,6.9,63.6,860,813,,0.105,,
1242,1520,SAJAA-06,LEG B,SHUAIBA,17_S30,10614.5,24.0,65.6,860,818,,0.452,,
1243,1521,SAJAA-06,LEG B,SHUAIBA,17_S30,10638.5,2.6,64.0,860,825,,0.316,,
1244,1522,SAJAA-06,LEG B,SHUAIBA,17_S30,10641.1,17.9,77.3,860,837,,1.254,,
1245,1523,SAJAA-06,LEG B,SHUAIBA,17_S30,10659.0,16.0,70.6,860,852,,0.1,,
1246,1524,SAJAA-06,LEG B,SHUAIBA,17_S30,10675.0,10.5,74.1,860,852,,0.378,,
1247,1525,SAJAA-06,LEG B,SHUAIBA,18_S20,10685.5,8.5,71.9,860,856,,0.522,,
1248,1526,SAJAA-06,LEG B,SHUAIBA,18_S20,10694.0,14.0,76.0,860,854,,0.427,,
1249,1527,SAJAA-06,LEG B,SHUAIBA,18_S20,10708.0,13.0,67.0,860,857,,0.414,,
1250,1528,SAJAA-06,LEG B,KHARAIB,2_K90,10721.0,17.0,65.0,860,861,,0.329,,
1251,1529,SAJAA-06,LEG B,KHARAIB,2_K90,10738.0,10.5,64.0,860,860,,0.197,,
1252,1530,SAJAA-06,LEG B,KHARAIB,20_K80 UPPER,10748.5,13.5,66.0,860,862,,0.319,,
1253,1531,SAJAA-06,LEG B,KHARAIB,20_K80 UPPER,10762.0,10.3,69.0,860,862,,0.434,,
1254,1532,SAJAA-06,LEG B,KHARAIB,21_K80 MID/LOWER,10772.3,8.7,67.0,860,864,,0.276,,
1255,1533,SAJAA-06,LEG B,KHARAIB,21_K80 MID/LOWER,10781.0,13.8,66.0,860,864,,0.287,,
1256,1534,SAJAA-06,LEG B,KHARAIB,23_K70,10794.8,49.2,65.0,860,866,,0.23,,
1257,1535,SAJAA-06,LEG B,KHARAIB,23_K70,10844.0,15.0,66.0,860,860,,0.275,,
1258,1536,SAJAA-06,LEG B,KHARAIB,24_K60,10859.0,13.0,66.0,860,831,,0.233,,
1259,1537,SAJAA-06,LEG B,KHARAIB,24_K60,10872.0,35.0,66.0,860,842,,0.338,,
1260,1538,SAJAA-06,LEG B,KHARAIB,25_K50,10907.0,15.0,65.0,860,737,,0.257,,
1261,1539,SAJAA-06,LEG B,KHARAIB,25_K50,10922.0,11.0,65.0,860,727,,0.203,,
1262,1540,SAJAA-06,LEG B,KHARAIB,25_K50,10933.0,14.0,71.1,860,778,,0.732,,
1263,1541,SAJAA-06,LEG B,KHARAIB,25_K50,10947.0,20.0,67.9,860,794,,0.506,,
1264,1542,SAJAA-06,LEG B,KHARAIB,26_K40 UPPER,10967.0,7.0,65.7,860,794,,0.416,,
1265,1543,SAJAA-06,LEG B,KHARAIB,26_K40 UPPER,10974.0,24.0,68.1,860,782,,0.318,,
1266,1544,SAJAA-06,LEG B,KHARAIB,26_K40 UPPER,10998.0,18.0,63.8,860,786,,0.348,,
1267,1545,SAJAA-06,LEG B,KHARAIB,27_K40 LOWER,11016.0,27.0,62.8,860,796,,-0.036,,
1268,1546,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11043.0,16.0,64.2,860,807,,0.214,,
1269,1547,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11059.0,11.0,65.8,860,803,,0.146,,
1270,1548,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11070.0,16.6,64.4,860,817,,0.16,,
1271,1549,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11086.6,5.4,65.1,860,801,,0.248,,
1272,1550,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11092.0,15.4,64.0,860,826,,-0.224,,
1273,1551,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11107.4,17.7,66.0,860,818,,0.094,,
1274,1552,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11125.1,9.9,67.0,860,809,,0.344,,
1275,1553,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11135.0,2.0,65.0,860,811,,0.207,,
1276,1554,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11137.0,3.0,63.0,860,821,,0.063,,
1277,1555,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11140.0,7.0,66.0,860,829,,0.137,,
1278,1556,SAJAA-06,LEG B,KHARAIB,28_K30 UPPER,11147.0,20.0,65.0,860,820,,0.104,,
1279,1557,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11167.0,22.3,66.0,860,811,,0.095,,
1280,1558,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11189.3,9.7,60.0,860,813,,0.19,,
1281,1559,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11199.0,7.0,59.0,860,809,,0.171,,
1282,1560,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11206.0,13.0,59.0,860,824,,0.011,,
1283,1561,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11219.0,4.0,61.0,860,842,,-0.129,,
1284,1562,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11223.0,4.0,63.0,860,889,,-0.109,,
1285,1563,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11227.0,4.0,63.2,860,834,,0.23,,
1286,1564,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11231.0,4.0,65.7,860,899,,0.784,,
1287,1565,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11235.0,6.0,60.3,860,858,,-0.106,,
1288,1566,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11241.0,10.0,60.5,860,862,,-0.143,,
1289,1567,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11251.0,1.0,58.7,860,831,,-0.076,,
1290,1568,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11252.0,3.0,62.3,860,825,,0.226,,
1291,1569,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11255.0,5.0,58.3,860,827,,-0.256,,
1292,1570,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11260.0,8.8,58.8,860,846,,0.139,,
1293,1571,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11268.8,3.7,58.6,860,853,,-0.037,,
1294,1572,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11272.5,3.5,58.0,860,855,,-0.054,,
1295,1573,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11276.0,5.0,57.0,860,879,,-0.442,,
1296,1574,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11281.0,4.4,57.0,860,851,,-0.289,,
1297,1575,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11285.4,4.6,61.0,860,818,,0.424,,
1298,1576,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11290.0,5.7,62.0,860,823,,0.467,,
1299,1577,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11295.7,4.3,61.0,860,815,,0.477,,
1300,1578,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11300.0,4.5,64.0,860,800,,0.545,,
1301,1579,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11304.5,4.5,62.0,860,876,,0.106,,
1302,1580,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11309.0,4.5,57.0,860,844,,-1.99,,
1303,1581,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11313.5,3.7,63.0,860,887,,0.181,,
1304,1582,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11317.2,4.8,59.0,860,868,,-0.582,,
1305,1583,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11322.0,0.7,62.6,860,815,,0.2,,
1306,1584,SAJAA-06,LEG B,KHARAIB,29_K30 LOWER,11322.7,40.3,62.9,860,833,,0.063,,
1307,1585,SAJAA-06,LEG C,KHARAIB,27_K40 LOWER,11010.0,12.0,60.4,860,780,,0.205,,
1308,1586,SAJAA-06,LEG C,KHARAIB,27_K40 LOWER,11022.0,0.2,57.9,860,802,,0.025,,
1309,1587,SAJAA-06,LEG C,KHARAIB,27_K40 LOWER,11022.2,1.8,61.6,860,893,,0.392,,
1310,1588,SAJAA-06,LEG C,KHARAIB,27_K40 LOWER,11024.0,4.7,57.6,860,810,,-0.188,,
1311,1589,SAJAA-06,LEG C,KHARAIB,27_K40 LOWER,11028.7,19.3,57.8,860,786,,-0.08,,
1312,1590,SAJAA-06,LEG C,KHARAIB,27_K40 LOWER,11048.0,11.5,57.5,860,850,,-0.162,,
1313,1591,SAJAA-06,LEG C,KHARAIB,27_K40 LOWER,11059.5,24.5,58.1,860,837,,-0.004,,
1314,1592,SAJAA-06,LEG C,KHARAIB,27_K40 LOWER,11084.0,12.0,57.0,860,837,,-0.12,,
1315,1593,SAJAA-06,LEG C,KHARAIB,28_K30 UPPER,11096.0,21.0,61.0,860,836,,0.183,,
1316,1594,SAJAA-06,LEG C,KHARAIB,28_K30 UPPER,11117.0,5.0,61.0,860,851,,0.084,,
1317,1595,SAJAA-06,LEG C,KHARAIB,29_K30 LOWER,11122.0,12.0,62.0,860,880,,0.514,,
1318,1596,SAJAA-06,LEG C,KHARAIB,29_K30 LOWER,11134.0,32.0,65.0,860,808,,1.098,,
1319,1597,SAJAA-06,LEG C,KHARAIB,30_K10,11166.0,22.0,57.0,860,829,,-0.438,,
1320,1598,SAJAA-06,LEG C,LEKHWAIR,41_L100,11188.0,8.3,61.0,860,866,,0.23,,
1321,1599,SAJAA-06,LEG C,LEKHWAIR,41_L100,11196.3,15.8,61.0,860,864,,0.01,,
1322,1600,SAJAA-06,LEG C,LEKHWAIR,31_L80,11212.1,19.6,64.0,860,867,,0.021,,
1323,1601,SAJAA-06,LEG C,LEKHWAIR,31_L80,11231.7,9.3,60.0,860,877,,-0.901,,
1324,1602,SAJAA-06,LEG C,LEKHWAIR,31_L80,11241.0,7.0,58.1,860,927,,0.2,,
1325,1603,SAJAA-06,LEG C,LEKHWAIR,31_L80,11248.0,48.0,64.0,860,840,,1.168,,
1326,1604,SAJAA-06,LEG C,LEKHWAIR,32_L70,11296.0,33.0,60.0,860,857,,0.0,,
1327,1605,SAJAA-06,LEG C,LEKHWAIR,32_L70,11329.0,36.0,61.0,860,943,,-0.301,,
1328,1606,SAJAA-06,LEG C,LEKHWAIR,32_L70,11365.0,58.0,63.0,860,786,,0.166,,
1329,1607,SAJAA-06,LEG C,LEKHWAIR,33_L60,11423.0,28.5,30.0,860,905,,0.022,,
1330,1608,SAJAA-06,LEG C,LEKHWAIR,33_L60,11451.5,31.5,30.0,860,895,,0.159,,
1331,1609,SAJAA-06,LEG C,LEKHWAIR,34_L50,11483.0,96.0,32.0,860,902,,0.18,,
1332,1610,SAJAA-06,LEG C,LEKHWAIR,35_L45,11579.0,19.0,31.0,860,924,,0.093,,
1333,1611,SAJAA-06,LEG C,LEKHWAIR,35_L45,11598.0,44.0,28.0,860,925,,-0.246,,
1334,1612,SAJAA-06,LEG C,LEKHWAIR,35_L45,11642.0,41.0,26.0,860,944,,-0.16,,
1335,1613,SAJAA-06,LEG C,LEKHWAIR,35_L45,11683.0,81.0,29.0,860,898,,0.167,,
1336,1614,SAJAA-06,LEG C,LEKHWAIR,36_L42,11764.0,42.0,31.0,860,979,,0.324,,
1337,1615,SAJAA-06,LEG C,LEKHWAIR,37_L38,11806.0,50.0,31.4,860,965,,0.055,,
1338,1616,SAJAA-06,LEG C,LEKHWAIR,37_L38,11856.0,24.0,35.0,860,928,,0.64,,
1339,1617,SAJAA-06,LEG C,LEKHWAIR,37_L38,11880.0,62.0,44.0,860,922,,0.736,,
1340,1618,SAJAA-06,LEG C,LEKHWAIR,38_L35,11942.0,63.0,54.9,860,932,,0.71,,
1341,1619,SAJAA-06,LEG C,LEKHWAIR,38_L35,12005.0,37.0,56.2,860,946,,0.315,,
1342,1620,SAJAA-06,LEG C,LEKHWAIR,38_L35,12042.0,28.0,55.4,860,976,,0.631,,
1343,1621,SAJAA-06,LEG C,LEKHWAIR,38_L35,12070.0,50.0,43.8,860,987,,0.899,,
1344,1622,SAJAA-06,LEG C,LEKHWAIR,38_L35,12120.0,35.0,41.5,860,964,,0.456,,
1345,1623,SAJAA-06,LEG C,LEKHWAIR,38_L35,12155.0,25.0,42.5,860,964,,0.599,,
1346,1624,SAJAA-06,LEG C,LEKHWAIR,38_L35,12180.0,61.0,43.6,860,944,,0.708,,
1347,1625,SAJAA-06,LEG C,LEKHWAIR,38_L35,12241.0,54.0,41.3,860,964,,0.412,,
1348,1626,SAJAA-06,LEG C,LEKHWAIR,38_L35,12295.0,36.5,42.0,860,961,,0.532,,
1349,1627,SAJAA-06,LEG C,LEKHWAIR,38_L35,12331.5,54.5,37.0,860,962,,0.463,,
1350,1628,SAJAA-06,LEG C,LEKHWAIR,38_L35,12386.0,24.0,36.0,860,990,,0.447,,
1351,1629,SAJAA-06,LEG C,LEKHWAIR,38_L35,12410.0,45.0,37.0,860,994,,0.404,,
1352,1630,SAJAA-06,LEG C,LEKHWAIR,38_L35,12455.0,60.0,39.0,860,993,,0.476,,
1353,1631,SAJAA-06,LEG C,LEKHWAIR,38_L35,12515.0,133.0,38.0,860,982,,0.8,,
1354,1632,SAJAA-06,LEG C,LEKHWAIR,38_L35,12648.0,28.0,37.0,860,1022,,0.544,,
1355,1633,SAJAA-06,LEG C,LEKHWAIR,38_L35,12676.0,30.0,38.0,860,1016,,0.572,,
1356,1634,SAJAA-06,LEG C,LEKHWAIR,38_L35,12706.0,73.0,38.0,860,1001,,0.708,,
1357,1635,SAJAA-06,LEG C,LEKHWAIR,38_L35,12779.0,26.0,38.0,860,1012,,0.611,,
1358,1636,SAJAA-06,LEG C,LEKHWAIR,38_L35,12805.0,20.0,40.0,860,1023,,0.961,,
1359,1637,SAJAA-06,LEG C,LEKHWAIR,38_L35,12825.0,76.0,38.0,860,1013,,0.647,,
1360,1638,SAJAA-06,LEG C,LEKHWAIR,38_L35,12901.0,86.0,38.9,860,1010,,1.215,,
1361,1639,SAJAA-06,LEG C,LEKHWAIR,38_L35,12987.0,75.0,40.9,860,1032,,0.911,,
1362,1640,SAJAA-06,LEG C,LEKHWAIR,38_L35,13062.0,48.0,38.2,860,1021,,0.723,,
1363,1641,SAJAA-06,LEG C,LEKHWAIR,38_L35,13110.0,82.0,36.6,860,1029,,0.511,,
1364,1642,SAJAA-06,LEG C,LEKHWAIR,38_L35,13192.0,50.0,39.2,860,1028,,1.182,,
1365,1643,SAJAA-06,LEG C,LEKHWAIR,38_L35,13242.0,47.0,32.8,860,1044,,1.529,,
1366,1644,SAJAA-06,LEG C,LEKHWAIR,38_L35,13289.0,38.0,32.2,860,992,,1.525,,
1367,1645,SAJAA-06,LEG C,LEKHWAIR,38_L35,13327.0,77.0,32.1,860,1062,,1.346,,
1368,1646,SAJAA-06,LEG C,LEKHWAIR,38_L35,13404.0,74.0,32.0,860,1098,,1.659,,
1369,1647,SAJAA-06,LEG C,LEKHWAIR,38_L35,13478.0,43.4,35.0,860,1123,,1.754,,
1370,1648,SAJAA-06,LEG C,LEKHWAIR,38_L35,13521.4,78.6,38.0,860,1145,,1.849,,
1371,1649,SAJAA-06,LEG C,LEKHWAIR,38_L35,13600.0,22.0,37.0,860,1177,,2.249,,
1372,1650,SAJAA-06,LEG C,LEKHWAIR,38_L35,13622.0,32.0,42.0,860,1181,,2.56,,
1373,1651,SAJAA-06,LEG C,LEKHWAIR,38_L35,13654.0,26.0,39.0,860,1193,,2.512,,
1374,1652,SAJAA-06,LEG C,LEKHWAIR,38_L35,13680.0,13.5,35.0,860,1172,,2.149,,
1375,1653,SAJAA-06,LEG C,LEKHWAIR,38_L35,13693.5,60.1,43.0,860,1150,,2.497,,
1376,1654,SAJAA-06,LEG C,LEKHWAIR,38_L35,13753.6,16.4,54.0,860,1188,,2.252,,
1377,1655,SAJAA-06,LEG C,LEKHWAIR,38_L35,13770.0,34.8,51.0,860,1180,,2.279,,
1378,1656,SAJAA-06,LEG C,LEKHWAIR,38_L35,13804.8,61.2,67.0,860,1172,,2.187,,
1379,1657,SAJAA-06,LEG C,LEKHWAIR,38_L35,13866.0,32.0,68.0,860,1173,,2.139,,
1380,1658,SAJAA-06,LEG C,LEKHWAIR,38_L35,13898.0,24.5,59.0,860,1193,,1.823,,
1381,1659,SAJAA-06,LEG C,LEKHWAIR,37_L38,13922.5,16.5,59.4,860,1184,,2.03,,
1382,1660,SAJAA-06,LEG C,LEKHWAIR,37_L38,13939.0,103.1,59.6,860,1184,,2.03,,
1383,1661,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,13524.0,60.0,62.0,860,1127,,1.881,,
1384,1662,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,13584.0,40.9,62.0,860,1164,,2.066,,
1385,1663,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,13624.9,60.8,64.0,860,1196,,2.054,,
1386,1664,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,13685.7,150.3,61.0,860,1214,,2.182,,
1387,1665,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,13836.0,28.0,64.0,860,1203,,2.343,,
1388,1666,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,13864.0,53.0,60.0,860,1211,,2.19,,
1389,1667,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,13917.0,39.0,62.8,860,1239,,2.39,,
1390,1668,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,13956.0,43.0,57.9,860,1232,,2.204,,
1391,1669,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,13999.0,51.0,58.9,860,1235,,2.189,,
1392,1670,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14050.0,40.0,61.5,860,1232,,2.266,,
1393,1671,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14090.0,25.0,59.0,860,1234,,2.125,,
1394,1672,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14115.0,10.0,62.7,860,1225,,2.352,,
1395,1673,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14125.0,25.0,62.2,860,1217,,2.287,,
1396,1674,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14150.0,3.0,63.1,860,1232,,2.305,,
1397,1675,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14153.0,18.0,61.7,860,1224,,2.176,,
1398,1676,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14171.0,24.4,62.7,860,1226,,2.361,,
1399,1677,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14195.4,20.6,61.5,860,1225,,2.18,,
1400,1678,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14216.0,32.0,63.1,860,1221,,2.21,,
1401,1679,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14248.0,18.0,61.0,860,1210,,2.189,,
1402,1680,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14266.0,59.6,62.0,860,1207,,2.255,,
1403,1681,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14325.6,34.4,62.0,860,1225,,2.396,,
1404,1682,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14360.0,31.0,62.0,860,1224,,2.485,,
1405,1683,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14391.0,59.0,62.0,860,1225,,2.27,,
1406,1684,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14450.0,21.0,63.0,860,1253,,2.377,,
1407,1685,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14471.0,75.0,63.0,860,1264,,2.38,,
1408,1686,SAJAA-06,LEG C (ST),LEKHWAIR,38_L35,14546.0,28.0,61.0,860,1267,,2.565,,
1409,1687,SAJAA-06,LEG C (ST),LEKHWAIR,39_L33,14574.0,22.1,70.0,860,1270,,2.625,,
1410,1688,SAJAA-06,LEG C (ST),LEKHWAIR,39_L33,14596.1,22.9,61.0,860,1274,,2.562,,
1411,1689,SAJAA-06,LEG C (ST),LEKHWAIR,39_L33,14619.0,45.0,63.0,860,1302,,2.596,,
1412,1690,SAJAA-06,LEG C (ST),LEKHWAIR,39_L33,14664.0,16.0,63.0,860,1302,,2.646,,
1413,1691,SAJAA-06,LEG C (ST),LEKHWAIR,39_L33,14680.0,28.0,68.0,860,1275,,2.865,,
1414,1692,SAJAA-06,LEG C (ST),LEKHWAIR,39_L33,14708.0,16.0,75.0,860,1306,,2.672,,
1415,1693,SAJAA-06,LEG C (ST),LEKHWAIR,39_L33,14724.0,11.0,81.0,860,1327,,3.16,,
1416,1694,SAJAA-06,LEG C (ST),LEKHWAIR,39_L33,14735.0,83.1,79.0,860,1333,,2.999,,
1417,1695,SAJAA-06,LEG D,LEKHWAIR,38_L35,12037.5,2.4,66.0,860,1187,,2.937,,
1418,1696,SAJAA-06,LEG D,LEKHWAIR,38_L35,12039.9,8.1,62.5,860,1185,,2.98,,
1419,1697,SAJAA-06,LEG D,LEKHWAIR,38_L35,12048.0,1.4,63.6,860,1185,,2.833,,
1420,1698,SAJAA-06,LEG D,LEKHWAIR,38_L35,12049.4,3.2,65.6,860,1180,,2.749,,
1421,1699,SAJAA-06,LEG D,LEKHWAIR,38_L35,12052.6,4.3,63.5,860,1186,,2.823,,
1422,1700,SAJAA-06,LEG D,LEKHWAIR,38_L35,12056.9,7.6,67.5,860,1191,,2.757,,
1423,1701,SAJAA-06,LEG D,LEKHWAIR,38_L35,12064.5,40.5,66.3,860,1193,,2.81,,
1424,1702,SAJAA-06,LEG D,LEKHWAIR,38_L35,12105.0,38.0,70.2,860,1192,,2.718,,
1425,1703,SAJAA-06,LEG D,LEKHWAIR,38_L35,12143.0,34.0,75.8,860,1212,,2.657,,
1426,1704,SAJAA-06,LEG D,LEKHWAIR,38_L35,12177.0,33.5,65.8,860,1211,,2.222,,
1427,1705,SAJAA-06,LEG D,LEKHWAIR,38_L35,12210.5,34.5,73.3,860,1213,,2.674,,
1428,1706,SAJAA-06,LEG D,LEKHWAIR,39_L33,12245.0,10.0,85.4,860,1215,,2.98,,
1429,1707,SAJAA-06,LEG D,LEKHWAIR,39_L33,12255.0,23.0,78.7,860,1210,,2.878,,
1430,1708,SAJAA-06,LEG D,LEKHWAIR,39_L33,12278.0,31.0,77.9,860,1228,,2.43,,
1431,1709,SAJAA-06,LEG D,LEKHWAIR,39_L33,12309.0,29.0,78.2,860,1254,,2.25,,
1432,1710,SAJAA-06,LEG D,LEKHWAIR,39_L33,12338.0,30.0,73.6,860,1261,,2.436,,
1433,1711,SAJAA-06,LEG D,LEKHWAIR,39_L33,12368.0,61.0,75.2,860,1267,,2.46,,
1434,1712,SAJAA-06,LEG D,LEKHWAIR,39_L33,12429.0,13.0,76.3,860,1279,,2.547,,
1435,1713,SAJAA-06,LEG D,LEKHWAIR,4_L30,12442.0,16.0,76.3,860,1283,,2.362,,
1436,1714,SAJAA-06,LEG D,LEKHWAIR,4_L30,12458.0,25.0,73.9,860,1275,,2.414,,
1437,1715,SAJAA-06,LEG D,LEKHWAIR,4_L30,12483.0,7.0,81.2,860,1292,,2.365,,
1438,1716,SAJAA-06,LEG D,LEKHWAIR,4_L30,12490.0,8.0,78.7,860,1287,,2.518,,
1439,1717,SAJAA-06,LEG D,LEKHWAIR,4_L30,12498.0,9.0,83.3,860,1283,,2.384,,
1440,1718,SAJAA-06,LEG D,LEKHWAIR,4_L30,12507.0,12.0,82.9,860,1263,,2.716,,
1441,1719,SAJAA-06,LEG D,LEKHWAIR,40_L20,12519.0,12.0,83.0,860,1251,,2.725,,
1442,1720,SAJAA-06,LEG D,LEKHWAIR,40_L20,12531.0,5.0,81.0,860,1250,,2.85,,
1443,1721,SAJAA-06,LEG D,LEKHWAIR,42_L10,12536.0,8.0,79.3,860,1239,,3.024,,
1444,1722,SAJAA-06,LEG D,LEKHWAIR,42_L10,12544.0,8.0,76.3,860,1244,,2.723,,
1445,1723,SAJAA-06,LEG D,LEKHWAIR,42_L10,12552.0,9.0,74.4,860,1244,,2.622,,
1446,1724,SAJAA-06,LEG D,LEKHWAIR,42_L10,12561.0,12.0,76.8,860,1230,,2.798,,
1447,1725,SAJAA-06,LEG D,LEKHWAIR,42_L10,12573.0,25.0,83.9,860,1248,,2.863,,
1448,1726,SAJAA-06,LEG D,HABSHAN,5_H100,12598.0,29.0,76.6,860,1223,,2.727,,
1449,1727,SAJAA-06,LEG D,HABSHAN,5_H100,12627.0,15.0,73.4,860,1250,,2.558,,
1450,1728,SAJAA-06,LEG D,HABSHAN,5_H100,12642.0,17.5,78.0,860,1227,,2.701,,
1451,1729,SAJAA-06,LEG D,HABSHAN,5_H100,12659.5,25.5,74.7,860,1251,,2.552,,
1452,1730,SAJAA-06,LEG D,HABSHAN,5_H100,12685.0,16.0,72.6,860,1287,,2.277,,
1453,1731,SAJAA-06,LEG D,HABSHAN,43_H90,12701.0,11.0,81.8,860,1287,,2.355,,
1454,1732,SAJAA-06,LEG D,HABSHAN,43_H90,12712.0,10.0,79.7,860,1281,,2.75,,
1455,1733,SAJAA-06,LEG D,HABSHAN,43_H90,12722.0,12.0,82.8,860,1281,,2.454,,
1456,1734,SAJAA-06,LEG D,HABSHAN,43_H90,12734.0,13.0,74.1,860,1287,,2.313,,
1457,1735,SAJAA-06,LEG D,HABSHAN,43_H90,12747.0,6.0,82.1,860,1280,,2.485,,
1458,1736,SAJAA-06,LEG D,HABSHAN,43_H90,12753.0,73.0,80.8,860,1272,,2.143,,
1459,1737,SAJAA-06,LEG D,HABSHAN,43_H90,12826.0,39.0,74.3,860,1299,,2.299,,
1460,1738,SAJAA-06,LEG D,HABSHAN,43_H90,12865.0,25.0,69.0,860,1286,,2.348,,
1461,1739,SAJAA-06,LEG D,HABSHAN,43_H90,12890.0,60.0,73.4,860,1282,,2.527,,
1462,1740,SAJAA-06,LEG D,HABSHAN,44_H80,12950.0,55.0,74.2,860,1268,,2.847,,
1463,1741,SAJAA-06,LEG D,HABSHAN,44_H80,13005.0,31.0,73.9,860,1279,,2.676,,
1464,1742,SAJAA-06,LEG D,HABSHAN,44_H80,13036.0,14.0,76.6,860,1257,,2.947,,
1465,1743,SAJAA-06,LEG D,HABSHAN,44_H80,13050.0,28.7,82.4,860,1274,,2.908,,
1466,1744,SAJAA-06,LEG D,HABSHAN,44_H80,13078.7,21.3,74.9,860,1243,,2.57,,
1467,1745,SAJAA-06,LEG D,HABSHAN,44_H80,13100.0,14.0,76.6,860,1240,,2.727,,
1468,1746,SAJAA-06,LEG D,HABSHAN,44_H80,13114.0,12.0,76.5,860,1230,,2.98,,
1469,1747,SAJAA-06,LEG D,HABSHAN,44_H80,13126.0,28.0,77.6,860,1237,,2.824,,
1470,1748,SAJAA-06,LEG D,HABSHAN,44_H80,13154.0,35.0,74.4,860,1234,,2.643,,
1471,1749,SAJAA-06,LEG D,HABSHAN,44_H80,13189.0,23.0,74.9,860,1253,,2.631,,
1472,1750,SAJAA-06,LEG D,HABSHAN,44_H80,13212.0,27.0,75.2,860,1230,,2.689,,
1473,1751,SAJAA-06,LEG D,HABSHAN,44_H80,13239.0,12.0,80.6,860,1245,,2.939,,
1474,1752,SAJAA-06,LEG D,HABSHAN,44_H80,13251.0,51.0,67.7,860,1229,,2.472,,
1475,1753,SAJAA-06,LEG D,HABSHAN,44_H80,13302.0,8.0,79.7,860,1254,,2.726,,
